ID#,Name,Year,Program Sites,Webscrape,Short Description,Board Members Scrpped,Board Members or Directors,Foundation Maps,Website,Donors and Sponsors,HQ City,HQ Country,Primary Typology,Primary Donors,Board Members,All Typologies,Verified,Africa Only,Notes,Complete,School Level,Duration,Duration*,Eligible Ages,Ages*,Cohort Range,Cohort #,Total Reach #,Funders,Cost,Partner Orgs,Contact Info,Social Media,Case Materials,Press,Related Entries,Discovery Method,First Reviewer,Second Reviewer,Comments,Completed Participant Search,Researcher,AutoNumber,Auto Number,Participant Nationalities
AYLS340,OFS Democracy Works Democracy Fellowship,2019,South Africa,checked,The DWF OSFSA Democracy Fellowship honors Open Society’s 25 years of support for democracy in South Africa. The Democracy Fellowship is intended to allow 5 young academics to research structural and recent challenges to constitutionalism and democracy and to come up with concrete policy and development recommendations to remedy these challenges.,,,,https://25.osf.org.za/commemorative-scholarship-fellowship-awards/5-democracy-fellows/,"Open Society Foundation;
Democracy Works",Johannesburg,South Africa,short-term program,,,"short-term program,scholarship or grant",checked,checked,,checked,"""Post-graduate (MA, Professional, PhD)""",1 yr-<2 yr,1 year,NL,NL,< 10,5,5,Foundation,N.L.,,info@democracyworksfoundation.org,"https://www.facebook.com/DemocracyWF/
https://twitter.com/DemocracyWF
https://www.linkedin.com/company/democracy-works?trk=biz-companies-cym
https://www.youtube.com/channel/UCoVGqo9Lwq9IN-XaKpBc-Qw",,,"AYLS310,AYLS308",,,,,,,340,,
AYLS342,Activate! SWITCH Entrepeneurship Program,2011*,South Africa,checked,Activate! SWITCH Entrepreneurship Program is a course for those who have successfully completed the Activate! Change Drivers foundations course and are interested in developing their skills as social entrepeneurs.,,,,,,Johannesburg,South Africa,short-term program,,,"network,short-term program,conference or meeting",checked,checked,"*This is the establishment year of the organization, not clear when this program specifically started.

A wide range of publications about the state of youth in SA and ""youth voices"" are available for online reading via the Activate! website.",,Senior Secondary,6 mo-<1 yr,11 months,"25-35,18-24",,51-100,60,NL,NGO,"""nominal registration fee""",Startup Safari,switch@activateleadership.co.za,"https://www.linkedin.com/company/activate-change-drivers
https://twitter.com/ActivateZA
https://www.youtube.com/user/ActivateLeadershipZA/videos
https://www.facebook.com/activateleadership",,,AYLS243,,,,,,,342,,
AYLS343,Activate! Community Development Certificate Course,2011*,South Africa,checked,"Many times, many activators (young changemakers in the Activate! Network) are effective community development workers lacking only a formal qualification. The CCD Course is accredited by SAQA as a nationally-recognised tertiary certificate, instructing course attendees in local & international best practice and practical skills.",,,,,,Johannesburg,South Africa,short-term program,,,"network,short-term program,conference or meeting",checked,checked,"*This is the establishment year of the organization, not clear when this program specifically started.

A wide range of publications about the state of youth in SA and ""youth voices"" are available for online reading via the Activate! website.",,Senior Secondary,"Varied,1 wk-<1 mo",3 modules x 4-7 days varies on participant,"25-35,18-24",,10-50,45,NL,NGO,registration fee + monthly fee,,info@activateleadership.co.za,"https://www.linkedin.com/company/activate-change-drivers
https://twitter.com/ActivateZA
https://www.youtube.com/user/ActivateLeadershipZA/videos
https://www.facebook.com/activateleadership",,,"AYLS243,AYLS342",,,,,,,343,,
AYLS345,African Leadership Academy Global Scholars Program,2012,South Africa,checked,"The ALA Global Scholars Program is a short term leadership development / summer camp run by ALA. It operates separately from the 2 year diploma program.

There are three options for this program targeted at young people between 13-19:
Explore Africa, (13-16),  Engage Africa (15 - 19) and Global Studies.

There is also a training program for educators interested in entrepreneurial leadership and design thinking
",checked,checked,,https://alasummer.org/,,Johannesburg,South Africa,brick & mortar instituiton,,,"short-term program,brick & mortar institution,conference or meeting",checked,checked,The cost and specific lengths of the programs vary depending on the program. There is a differentiated fee for local and international students.,checked,"Junior Secondary,Senior Secondary",1 wk-<1 mo,10 to 18 days,"13-17,18-24",13-19,51-100,60,NL,Other,$2500 (min),,gsp@africanleadershipacademy.org,"https://www.facebook.com/ALAGlobalPrograms/
https://instagram.com/gspatala/
https://twitter.com/gspatala",,,"AYLS1,AYLS126",,,,,,,345,,
AYLS35,Andela Technical Leadership Program,2014,"Nigeria,Ghana,United States",checked,Andela is a software engineering startup which offers clients access to a network of engineers and designers familiar with and comfortable with African business and technology ecosystems. Their Technical Leadership Program (formerly Stackup) is a 9 month program designed to train Rwandan nationals to become world class engineers. Building the next generation of tech leaders. Mission is to advance human potential by powering today’s teams and investing in tomorrow’s leaders. Build a network of technology leaders on the African continent and bridge the divide between the U.S and African tech sectors.,,checked,,https://andela.com/stackup/,,New York,United States,short-term program,,,"short-term program,brick & mortar institution,online program,network",checked,checked,Building the next generation of tech leaders. Mission is to advance human potential by powering today’s teams and investing in tomorrow’s leaders. Build a network of technology leaders on the African continent and bridge the divide between the U.S and African tech sectors.,,Not Listed,6 mo-<1 yr,9 months,"18-24,25-35",18<,,,"200, 000","Government,Corporation",$0,Rwandan Ministry of ICT and Innovation,,https://www.linkedin.com/company/andela/life/b5537598-aa25-4bb6-afdf-017a1754c869/,,https://www.linkedin.com/jobs/view/1903765934/,AYLS167,,,,,,CK,35,,
AYLS356,Frederik van Zyl Slabbert Institute at Stellenbosch University in South Africa:,2011,South Africa,,The Institute creates various platforms through which students and young people can expand their learning experiences and leadership skills. Relevant online courses that are open to students: Women in Leadership ; Just Lead! ; Facilitative Leadership ; Democracy and Citizenship ; Leadership Beyond Borders,,,,http://www0.sun.ac.za/fvzs/about-us/,Konrad-Adenauer Stiftung; University of Stellenbosch,Stellenbosch,South Africa,short-term program,,,"short-term program,online program",checked,,The Institute creates various platforms through which students and young people can expand their learning experiences and leadership skills. Relevant online courses that are open to students: Women in Leadership ; Just Lead! ; Facilitative Leadership ; Democracy and Citizenship ; Leadership Beyond Borders,,"University (First Degree),""Post-graduate (MA, Professional, PhD)""",Varied,Varied depending on course,NL,NL,NL,NL,NL,University,,,,,,,,,,,,,,356,,
AYLS36,Archbishop Tutu Fellowship Programme,2003,South Africa,checked,"Flagship leadership development programme at the African Leadership Institute  that welcomes an elite group of Africa’s highest potential young leaders, representing a wide range of sectors. Provides participants with an intensive learning and broadening experience on the principles and application of leadership, and an opportunity to explore the issues and specific characteristics of leadership in Africa, as well as the global challenges and dimensions of an African leader. Upon completing the Programme, Tutu Fellows return to play active roles in their respective communities, countries and spheres of influence. Offered on a part-time basis over six months. Includes two 9-day Group Learning Modules with an impressive array of distinguished leaders and faculty as well as intensive interactive workshops. Competitive application process where 20-25 fellowship places available. Each year we receive over 200 top quality nominations from all over Africa. Candidates must be citizens of an African country, and must be currently living in Africa, or temporarily placed abroad by their employer or completing further education abroad, or working on African projects for a global organization. Specifically targeting the next generation of Africa’s leaders in all sectors of society, between the ages of 25 and 39.",,checked,,https://alinstitute.org/our-programmes/archbishop-tutu-fellowship-programme,,Stellenbosch,South Africa,short-term program,,,"short-term program,scholarship or grant,conference or meeting,network",checked,checked,"Flagship leadership development programme at the African Leadership Institute  that welcomes an elite group of Africa’s highest potential young leaders, representing a wide range of sectors. Provides participants with an intensive learning and broadening experience on the principles and application of leadership, and an opportunity to explore the issues and specific characteristics of leadership in Africa, as well as the global challenges and dimensions of an African leader. Upon completing the Programme, Tutu Fellows return to play active roles in their respective communities, countries and spheres of influence. Offered on a part-time basis over six months. Includes two 9-day Group Learning Modules with an impressive array of distinguished leaders and faculty as well as intensive interactive workshops. Competitive application process where 20-25 fellowship places available. Each year we receive over 200 top quality nominations from all over Africa. Candidates must be citizens of an African country, and must be currently living in Africa, or temporarily placed abroad by their employer or completing further education abroad, or working on African projects for a global organization. Specifically targeting the next generation of Africa’s leaders in all sectors of society, between the ages of 25 and 39.",,Not Listed,6 mo-<1 yr,6 months,"25-35,36-45",25-39,10-50,20,,,,,,"https://www.linkedin.com/company/african-leadership-institute
https://twitter.com/TutuFellows
https://www.youtube.com/c/AfricanLeadershipInstitute",,,,,,,,checked,CK,36,,
AYLS362,Generation Enterprise,2016,Nigeria,,"This mission at  GEN is to unlock the potential of a generation of young workers and leaders.  The organization is building Social Mobility Enterprises, a new kind of community business that transforms slum communities by providing skills-building paths out of poverty for young people otherwise trapped in dead-end informal sector jobs.",,,,https://www.generationenterprise.org/,,Lagos,Nigeria,short-term program,,,short-term program,checked,checked,,,University (First Degree),"Varied,< 1 week,1 wk-<1 mo",Various: 1-3 weeks,NL,NL,501-1000,"this initiative made its debut in 2016, hosting 500 students and graduating a total of 472 from the programme with 197 of these students placed in internship and apprenticeship opportunities in various organizations. In response to the overwhelming success of the 2016 initiative, the 2017 programme scaled up to serve over 2,000 students through face-to-face training and 10,000 through an online academy. In 2018, the more than 5,000 students enrolled for training across nine tertiary institutions in Lagos State with more than 20,000 accessing the programme online.",,,,"Access, ACT: Aspire Coronation Trust Foundation, Oladiran Olesegun Adebutu Foundation",,,,,,,,,,,,362,,
AYLS363,Future Leaders Connect,2017,United Kingdom,,"Future Leaders Connect is a pioneering policy and leadership programme for exceptional individuals from around the world, who are aged between 25-35. We are building a global network of emerging policy leaders connected over the long term to realise substantial change on today’s global challenges. Current participating countries are, Brazil, Canada, Ethiopia, Egypt, India, Indonesia, Kenya, Mexico, Morocco, Nigeria, Pakistan, Poland, Tunisia and the UK.",,,,https://www.britishcouncil.org/future-leaders-connect/programme/about,,Cambridge,United Kingdom,short-term program,,,"short-term program,network",checked,,,,Not Listed,1 wk-<1 mo,10 days,25-35,25-35,NL,NL,NL,,,,,,,,,,,,,,,363,,
AYLS365,LEAD SA Future Leaders Workshop,,South Africa,,"The Future Leaders Workshop is a two-day course is aimed at enhancing the leadership skills of socially-conscious young South Africans who want to make a difference.  The course offered exposure to different kinds of leaders; personal development modules, and interaction to build an understanding both of the role of leadership in South Africa and of their own roles as leaders within that context.",,,,https://www.leadsa.co.za/programs/112/future-leaders,Prime Media Broadcasting,Johannesburg,South Africa,short-term program,,,short-term program,checked,,,,Not Listed,< 1 week,2 days,NL,NL,NL,NL,NL,,,partnership with The Centre for Leadership and Dialogue at the Gordon Institute of Business Science (GIBS),,,,,,,,,,,,365,,
AYLS366,African Youth Mentorship Network BECOME,2018,South Africa,,"The African Youth Mentorship Network (AYMN) aims to inspire, develop and empower African youth, through education and mentorship programmes, to be emotionally intelligent, socially responsible and self-confident citizens.

Developed by seasoned professionals including academics, psychologists, emotional intelligence experts, entrepreneurs, business executives and athletes, BECOME’s overall objective is to empower African adolescent boys – by educating and inspiring them to become emotionally intelligent, socially responsible and self-confident individuals capable of making meaningful contributions to their communities.

BECOME is a six-year mentorship programme that pairs adolescent boys with mentors and actively equips them with skills and tools that that they need to BECOME better men in their societies.

These skills and competencies include personal management and leadership; effective communication and collaboration; critical thinking and problem solving; creativity and innovation; social responsibility; as well as cultural, global and environmental awareness.",checked,checked,,https://aymnetwork.org/,,Johannesburg,South Africa,short-term program,,,"short-term program,network",checked,checked,,,Not Applicable,NL,,"13-17,18-24",13-18,10-50,20,NL,,,"- SOS Childrens Village
- Dexera
- Viz for Social Good
- IMSIMBI Training
- Callback Dreams
- Krystal Digital
- Cheza Cheza",,,,,,,,,,,,366,,
AYLS367,Generation Democracy Conference for Young Southern African  Leaders,,South Africa,,"Generation Democracy, the International Republican Institute’s (IRI) flagship global youth initiative, brought together 34 young leaders from across southern Africa to participate in a regional 3-day conference.",checked,checked,,https://www.iri.org/resource/generation-democracy-brings-together-southern-africa%E2%80%99s-young-leaders,,Washington DC,United States,conference or meeting,,,conference or meeting,checked,checked,,,Not Listed,< 1 week,3 days,NL,NL,10-50,34,NL,,,,,,,,,,,,,,,367,,
AYLS370,New Generation of Academic Program (nGAP),2015,South Africa,,"The New Generation of Academics Programme (nGAP) is a prestigious programme under the Department of Higher Education and Training (the Department) which involves the recruitment of highly capable scholars as new academics. The recruitment of these academics is based on carefully designed and balanced equity considerations and in light of the disciplinary areas of greatest need in the higher education system. The nGAP is currently the biggest programme within the Staffing South Africa’s Universities Framework (SSAUF), a university staff development component under the University Capacity Development Programme (UCDP).
The UCDP is an integrated, people-focused and transformative programme designed to address capacity development at all levels and areas (research, teaching and curriculum/programme development) with a view to address access and success in South Africa’s public universities. The UCDP is made up of 3 core components, namely: student development, staff development, and programme/curriculum development. The programme operates at the nexus of quality, equity and success in universities.
The nGAP is implemented in partnership with all 26 public universities in South Africa. The programme was introduced in 2015 and so far a total of 373 posts (125 in 2015, 79 in 2016, 58 in 2017 and 111 in 2018) have been allocated to universities.
The most important features of the programme are that successful applicants are appointed into permanent posts firmly factored into long-term staffing plans right from the outset, and appointments are governed by contracts which clearly spell out the expectations, obligations, roles and responsibilities of the employing university and of the newly appointed academic.
The programme is recurrent, and successive cohorts of nGAP appointees are taken on at intervals that are determined by fund availability. The number of posts that are made available, and the intervals between successive cohorts, are determined by the ability of the Department to source funding for successive cohorts.
The nGAP covers a six year period for each cohort taken onto the programme, covering a 3-year development programme plus 3 years induction thereafter. The nGAP is structured as follows:
a Development Programme of 3 years duration (with the possibility of the programme being tailored to meet the needs of individuals);
three years induction after successful completion of the Development Programme; and
continuing permanent employment at the appointing institution thereafter.",,,,http://www.ssauf.dhet.gov.za/ngap.html,,,South Africa,scholarship or grant,,,short-term program,,checked,,,,,,,,,,,,,,,,,,,,,,,,,370,,
AYLS374,Youthspark PanAfrica,2019,Nigeria,,,,,,https://youthsparkpanafrica.org/about-us/,,Kigali,Rwanda,conference or meeting,,,Conference or meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS375,Uwezo Youth Empowerment,,South Africa,,,,,,https://uwezoyouth.org/advocacy-programmes/,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS376,HAKI Centre,,Kenya,,,,,,https://hakicentre.org/index.php,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS381,Make A Difference Leadership Foundation,2003,South Africa,,"MAD Leadership Foundation aims to develop carefully selected scholars as leaders in their chosen fields: they define the parameters of leadership applicable to their lives, but all scholars are expected to step forward whenever there is a need to drive positive change.

We see our role as: Bridging the opportunity gap between marginalised talented youth and opportunities for a quality education at South Africa’s most celebrated universities. Inspiring the next generation to be value based leaders through leadership development and community engagement. Connecting with people (partners, donors, education community) of like mind who are commitment to the same vision.

Since the inception of Make A Difference Leadership Foundation in 2003, Founder and Chairman, Francois Pienaar has had an inspiring vision to provide educational access to deserving scholars with leadership potential (but who face economic and other barriers) through an individualised and personal approach. Therefore, MAD Leadership Foundation focuses on the whole individual, ensuring that our scholarship recipients not only succeed academically but manifest personal success and positive social engagement traits.

Through the comprehensive, personal and long-term support we offer our scholars through our Scholarship Programme, we develop an alumni of MAD Leadership Foundation Fellows who will invest back into South Africa and who will be a powerful force for positive change in their unique way and leaders in their own right. We have set an ambitious goal of funding 1000 scholars through our programme, we hope to achieve this through strong partnerships with corporates who support our fundraising events, partner with us in funding scholarships for individual scholars or by sponsoring specific elements of our programme",,,,https://madleadership.org/,,,South Africa,scholarship or grant,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS382,Mashup Community Development,2013,South Africa,,"Mashup Community Development, a BBBEE, level 2 organisation, was founded in 2013 and our sole focus has been to help young people succeed. Together with local and international partners, we’ve invested in ensuring that youth develop the leadership, technical, and life skills to earn a livelihood. Whether it’s landing a first job, growing a business, or driving social change, every young person deserves the opportunity to realise his or her full potential. Rooted in the belief of youth as problem-solvers, change-makers, and leaders, our initiatives are catalysts for change and underpinned by a strong life skills component. Mashup, a social innovation organisation, has created an economic inclusion ecosystem that provides both developmental training and start-up incubation to youth from Westbury and surrounding communities. Mashup’s primary social innovation is the multi-service Westbury Youth Centre (WYC). The centre offers access to guidance and expertise, a safe and supportive learning and working space, a range of skills development Mashup Is the Organization that runs the Westbury Youth Centre programmes and healthy and inspiring social networks. Direct beneficiaries are about 3,500 with an indirect reach of around 10,000 annually.",,,,https://www.konecentennialfoundation.org/mashup-success-stories,"Kone Centennial Foundation, Finland Ministry of Foreign Affairs, City of Johannesburg and the South African Department of Social Development, Investec, Sage Foundation",,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS383,Empowervate,2009,South Africa,,,,,,https://www.empowervate.org/,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS384,JA South Africa,,South Africa,,"uses the term ""future leaders"" but seems very economic / entrepenur focused",,,,https://jasa.org.za/who-we-are/,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS385,Young African Leaders Summit,,South Africa,,,,,,https://www.yalsummit.co/,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS386,Sub-Sahara Advisory Panel Youth Leadership Network,,South Africa,,,,,,https://www.ssap.org.uk/pages/about,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS387,Unyoke South Africa,,South Africa,,,checked,checked,,https://unyoke.org/#what,"Humanity United, Urgent Action Fund - Africa",,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS388,Livity Africa,,South Africa,,"Our Mission: We believe that if society is truly going to change, then young people must lead the change themselves. We believe in young people going out into the world and turning it on its head. We exist to work with young people and for young people; to harness and accelerate their ability to create their own sustainable livelihoods – with a voice, a living and freedom to be their best selves. Our digital platforms amplify authentic youth voices to drive a new narrative of what it means to be a young person on a changing continent. Our digital campaigns and youth engagement programmes are co-created to deliver genuine opportunity for young people to create their own sustainable futures",,,,https://livityafrica.com/,"Rockefeller Foundation, Omidyar Network Fund, Inc., The Indigo Trust
",,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS389,AFS Intercultural South Africa,,South Africa,,"AFS prepares and activates future leaders, global citizens and changemakers with essential 21st century intercultural skills to engage, lead and collaborate effectively in different cultural settings. Our international exchange, study abroad and volunteer programmes are supported by research-based intercultural learning journeys facilitated by trained AFS volunteers and staff.",,,,https://www.afs.org.za/about-afs/scholarships/#afs-nav-what-we-do,Southern Africa Trust,,South Africa,short-term program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS390,Valued Citizens,,South Africa,,,,checked,,https://www.valuedcitizens.co.za/about-valued-citizens-initiative/,King Baudouin Foundation United States,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS391,Lusa Community Chest,,South Africa,,Generation@ & youth leadership acdemy,,,,https://www.lusa.co.za/generation/,Charles Stewart Mott Foundation; Microsoft Corporation Contributions Program,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS392,Children's radio foundation,,South Africa,,,,checked,,https://childrensradiofoundation.org/,The MAC Aids Fund; HIV Young Leaders Fund; Aidsfonds,Cape Town,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS393,City Year,,South Africa,,,checked,checked,,https://www.cityyear.org.za/,"Charles Steward Mott Foundation; The Zients Family FOundation, Inc",,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS394,Tuseme Youth Empowerment,,"Uganda,Kenya",,"Tuseme (‘Let Us Speak Out’in Kiswahili) enables female youth empowerment and gender awareness by enhancing girls’ self-esteem, leadership, social and life skills, and promotes a positive attitude amongst boys towards girls’ education.

In many African communities, girls are socialised to be submissive and unquestioning. This undermines their participation in the classroom and ultimately affects their performance in national examinations. However, when girls are empowered to speak up for themselves, they can overcome gender-based constraints, especially those imposed by cultural tradition.

FAWE believes that for meaningful transformation of gender relations, girls must participate in efforts to eliminate the discrimination and inequalities they face within their schools and communities. One of our flagship models is the innovative Tuseme [Let Us Speak Out] empowerment programme which uses theatre-for-development techniques to address concerns that hinder the social and academic development of girls. Tuseme trains girls to identify and understand the problems that affect them, articulate these problems and take action to solve them. Through drama, song and creative arts, girls learn negotiation skills, how to speak out, self-confidence, decision-making and leadership skills.

Tuseme was initiated at the University of Dar es Salaam, Tanzania, in 1996 and enhanced by FAWE with gender-in-education and life skills components. The model has been introduced in Burkina Faso, Chad, Ethiopia, The Gambia, Guinea, Kenya, Malawi, Mali, Mozambique, Namibia, Rwanda, Senegal, Tanzania, Zambia and Zimbabwe.

Over 80,000 students have benefited from FAWE’s Tuseme model since 1996",checked,,Added Org,http://fawe.org/our-programmes/interventions/tuseme-youth-empowerment/,"Mastercard Foundation, The David and Lucile Packard Foundation, The Rockerfeller Foundation, Rockerfeller Philanthropy Advisors Inc, The Global Fund for Women Inc, Intel Foundation, Africa Women's Development Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS395,Civicus Youth,,South Africa,,,,,,https://www.civicus.org/index.php/what-we-do/strengthen/civicus-youth,Bill and Melinda Gates Foundation,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS396,African Youth Action Netway (AYAN),,"South Africa, South Sudan",,"The African Youth Action Network (AYAN) is a youth led organization that supports and works with young progressive people to create programmes and influence policies in the areas of peace, gender, sexuality, health, education, the arts & good governance.

The organization promotes, protects and advances young people’s rights by building their leadership, and strengthening youth led initiatives and movements. Founded in June 2015, in Uganda by South Sudanese young people, AYAN has worked directly with UNHCR to support South Sudanese young refugees to receive scholarships to study in Uganda.",,,,https://ayanafrica.org/,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS397,Kenya Community Development Foundation,,Kenya,,,,,Added Org,https://kcdf.or.ke/index.php/impact-stories/education2,"Comic relief, Ford Foundation, The Rocker Feller Foundation, Bernard Van Leer Foundation, Mastercard Foundation, Charles Stewart Mott Foundation, Wellspring Philanthropic Fund Inc, Trustafrica, Banyan Tree Foundation, Southern Africa Trust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS398,Youth Agenda,2016,Kenya,,https://www.refworld.org/docid/3f7d4db915.html,,checked,Added Org,https://youthagenda.org/,"Ford Foundation, Kenya Community Development Foundation, Indigo Trust; Partnership for Transparency Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS40,Dandilion Africa Youth Programs,2014,Kenya,checked,"A local non-profit NGO based in Mogotio Constituency, Rift Valley, Kenya. The organisation is rooted in a marginalised area and has knowledge of rural cultures and social norms as well as of the challenges facing the communities in the area, with special regards to women and young people. Mission is to stimulate awareness and encourage involvement while creating sustainable solutions to improve the Sexual reproductive health and economic livelihoods of women and youth. Target schools have increased from 1 school in 2014 to 25 schools in 2017. Has grown to include boys from 2015.",,checked,Added Funders,http://dandelionafrica.net/girls-for-leaders/,Segal Family Foundation Inc; Global Fund for Women Inc; Pangea: Giving for Global Changes; Gould Family Foundation,Rift Valley,Kenya,short-term program,,,"short-term program,scholarship or grant",checked,checked,"They have a ""Girls for Leaders"" Program and a ""Boys for Change Program"" but I would recommend that we them as one entry since its ran by the same org and with similar goals of improving sexual and reproductive heath in community.  But we can note the two programs in the discription.


A local non-profit NGO based in Mogotio Constituency, Rift Valley, Kenya. The organisation is rooted in a marginalised area and has knowledge of rural cultures and social norms as well as of the challenges facing the communities in the area, with special regards to women and young people. Mission is to stimulate awareness and encourage involvement while creating sustainable solutions to improve the Sexual reproductive health and economic livelihoods of women and youth. Target schools have increased from 1 school in 2014 to 25 schools in 2017. Has grown to include boys from 2015.",,"Primary,Junior Secondary,Senior Secondary",Ongoing,On-going,NL,,,,,,,,info@dandelionafrica.org,"https://web.facebook.com/dandelionafrica
https://twitter.com/DandelionAfrica
https://www.youtube.com/results?search_query=dandelion+africa
https://www.instagram.com/dandelionafrica/",,,,,,,,,CK,40,,
AYLS400,Resource Centre for Women and Girls,,Kenya,,"The Resource Center for Women and Girls (Resource Center) is a Kenyan organisation working with rural girls (15-18) and young women (up to 20) from the Ukambani region of Eastern Kenya. The group has a main office in Machakos and a branch in Nairobi. Established in 2007, and registered in 2008, the Resource Center strongly identifies as a feminist organization, seeking not only to empower individual girls but also to build the next generation of African feminist leaders. The group has an independent bank account. Its website can be visited at http://www.Resourcecenter.Or.Ke/.",checked,,"Added Org,Added Funders",http://www.resourcecenter.or.ke/,"Mama Cash, Novo Foundation, Tides Foundation, Global Fund For Women, Equality Fund, African Women's Development Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS401,Centre for the Study of Adolenscene,,Kenya,,,,,,https://www.csakenya.org/programs/,"David and Lucile Packard Foundation, United States Department of State, Global Fund for Women Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS403,The youth Congress,2007,Kenya,,"The Youth Congress is a youth serving Non-Governmental Organization founded in 2007 to provide young people in Kenya with a platform to articulate their issues, explore opportunities for youth participation and leadership to effectively address their interest and concerns and engage young people in social, economic and political processes.

It was founded in the run up to 2007 general elections in Kenya as part of efforts by youth to seek development and emancipation through political accountability. Just before the election the youth of Kasarani Constituency in Nairobi led by Miss Koch Initiative steered the constituents in developing the Kasarani Peoples Manifesto which parliamentary and civic candidates had to sign as a show of their commitment to work with the constituents in realizing real development through accountability. Subsequent event led to the formation and consolidation of the Kasarani Youth Congress that expanded to The Youth Congress, which has evolved and currently works in a number of counties across the country.",,,"Added Org,Added Funders",https://theyouthcongress.org/,"Ford Foundation, Akiba Uhaki Foundation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS404,Homeboyz Foundation,2010,Kenya,,"The Homeboyz Foundation was founded in 2010 to provide a platform where young people can access the skills, tools and resources to be empowered.The Foundation’s mandate is to empower young people develop their skills and enhance their capabilities so that they can reach their potential. It is inspired by the journey and experiences of The Homeboyz Group, the Foundation’s key benefactors. The Foundation advances youth empowerment through entrepreneurship, talent development, skills advancement and civic engagement to young people. Homeboyz Foundation creates partnerships and collaborates with stakeholders and partners who have the tools, resources and platforms the youth require in order to complete the cycle of innovation and production; with mutual reward and long-term social gain for all",,,,https://www.homeboysfoundation.net/,The Rockerfeller Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS405,Boxgirls,,"South Africa,Kenya, Germany",,"Boxgirls delivers programs that support women and girls in developing life skills, self-defense techniques, and de-escalation strategies to nurture them into emerging leaders in their schools and communities. Through coaching and trainings, we pass on our knowledge in gender-sensitive programming, impact assessment ,and organisational development to other women’s and girls’ empowerment organisations.",,,"Added Org,Added Funders",https://www.boxgirls.org/,"Women Win, Equality Fund 
Kenya: Novo Foundation, African Women's Development Find. Tides Foundation, Ford Foundation, Segal Family FOundation, equality Fund, Urgent Action Fund- Africa,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS406,Fortress of Hope Africa,2006,Kenya,,,,,Added Org,http://fortressafrica.org/fortress/,"American Jewish World Service Inc, Global Fund for Women Inc, Tides Foundation, The How Fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS407,Youth Alive Kenya,,Kenya,,,checked,checked,"Added Org,Added Funders",https://youthalivekenya.org/,"Kios - The Finnish NGO Foundation for Human Rights, National Endowment for Democracy, Kenyan Community Development Foundation; 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS408,Africa Alliance of YMCAs,,Kenya,,,,,Added Org,https://africaymca.org/yac/,"The UN Trust Fund to End Violence Against Women, Karibu Foundation, Miscrosoft Corporation Contributions Program",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYLS409,Kito International,2010,Kenya,,"https://globalphilanthropyalliance.org/kito-international-kenya/
",,,Added Org,http://www.kitointl.org/,"The Global Fund for Children, The how fund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
